"species","scientificname","valid_name","status","rank","class","order","family","genus"
"Torpedo polleni","Torpedo polleni","Torpedo fuscomaculata","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo semipelagica","Torpedo semipelagica","Tetronarce semipelagica","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo peruana","Torpedo peruana","Tetronarce peruana","unaccepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo panthera","Torpedo panthera","Torpedo panthera","accepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo suessii","Torpedo suessii","Torpedo suessii","accepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Torpedo bauchotae","Torpedo bauchotae","Torpedo bauchotae","accepted","Species","Elasmobranchii","Torpediniformes","Torpedinidae","Torpedo"
"Heteronarce bentuviai","Heteronarce bentuviai","Heteronarce bentuviai","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Heteronarce"
"Heteronarce mollis","Heteronarce mollis","Heteronarce mollis","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Heteronarce"
"Heteronarce prabhui","Heteronarce prabhui","Heteronarce prabhui","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Heteronarce"
"Heteronarce garmani","Heteronarce garmani","Heteronarce garmani","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Heteronarce"
"Crassinarke dormitor","Crassinarke dormitor","Crassinarke dormitor","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Crassinarke"
"Electrolux addisoni","Electrolux addisoni","Electrolux addisoni","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Electrolux"
"Narke dipterygia","Narke dipterygia","Narke dipterygia","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Narke"
"Narke capensis","Narke capensis","Narke capensis","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Narke"
"Narke japonica","Narke japonica","Narke japonica","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Narke"
"Temera hardwickii","Temera hardwickii","Temera hardwickii","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Temera"
"Typhlonarke aysoni","Typhlonarke aysoni","Typhlonarke aysoni","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Typhlonarke"
"Typhlonarke tarakea","Typhlonarke tarakea","Typhlonarke tarakea","accepted","Species","Elasmobranchii","Torpediniformes","Narkidae","Typhlonarke"
"Benthobatis marcida","Benthobatis marcida","Benthobatis marcida","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Benthobatis"
"Benthobatis moresbyi","Benthobatis moresbyi","Benthobatis moresbyi","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Benthobatis"
"Benthobatis kreffti","Benthobatis kreffti","Benthobatis kreffti","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Benthobatis"
"Benthobatis yangi","Benthobatis yangi","Benthobatis yangi","accepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Benthobatis"
"Narcine westraliensis","Narcine westraliensis","Narcinops westraliensis","unaccepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine lasti","Narcine lasti","Narcinops lasti","unaccepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Narcine tasmaniensis","Narcine tasmaniensis","Narcinops tasmaniensis","unaccepted","Species","Elasmobranchii","Torpediniformes","Narcinidae","Narcine"
"Trygonorrhina dumerilii","Trygonorrhina dumerilii","Trygonorrhina dumerilii","accepted","Species","Elasmobranchii","Rhinopristiformes","Trygonorrhinidae","Trygonorrhina"
"Trygonorrhina fasciata","Trygonorrhina fasciata","Trygonorrhina fasciata","accepted","Species","Elasmobranchii","Rhinopristiformes","Trygonorrhinidae","Trygonorrhina"
"Trygonorrhina melaleuca","Trygonorrhina melaleuca","Trygonorrhina dumerilii","unaccepted","Species","Elasmobranchii","Rhinopristiformes","Trygonorrhinidae","Trygonorrhina"
"Zapteryx brevirostris","Zapteryx brevirostris","Zapteryx brevirostris","accepted","Species","Elasmobranchii","Rhinopristiformes","Trygonorrhinidae","Zapteryx"
"Zapteryx xyster","Zapteryx xyster","Zapteryx xyster","accepted","Species","Elasmobranchii","Rhinopristiformes","Trygonorrhinidae","Zapteryx"
"Zapteryx exasperata","Zapteryx exasperata","Zapteryx exasperata","accepted","Species","Elasmobranchii","Rhinopristiformes","Trygonorrhinidae","Zapteryx"
"Aptychotrema timorensis","Aptychotrema timorensis","Aptychotrema timorensis","accepted","Species","Elasmobranchii","Rhinopristiformes","Trygonorrhinidae","Aptychotrema"
"Aptychotrema rostrata","Aptychotrema rostrata","Aptychotrema rostrata","accepted","Species","Elasmobranchii","Rhinopristiformes","Trygonorrhinidae","Aptychotrema"
"Aptychotrema vincentiana","Aptychotrema vincentiana","Aptychotrema vincentiana","accepted","Species","Elasmobranchii","Rhinopristiformes","Trygonorrhinidae","Aptychotrema"
"Rhina ancylostoma","Rhina ancylostoma","Rhina ancylostomus","unaccepted","Species","Elasmobranchii","Rhinopristiformes","Rhinidae","Rhina"
"Rhynchobatus palpebratus","Rhynchobatus palpebratus","Rhynchobatus palpebratus","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinidae","Rhynchobatus"
"Rhynchobatus laevis","Rhynchobatus laevis","Rhynchobatus laevis","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinidae","Rhynchobatus"
"Rhynchobatus springeri","Rhynchobatus springeri","Rhynchobatus springeri","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinidae","Rhynchobatus"
"Rhynchobatus djiddensis","Rhynchobatus djiddensis","Rhynchobatus djiddensis","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinidae","Rhynchobatus"
"Rhynchobatus australiae","Rhynchobatus australiae","Rhynchobatus australiae","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinidae","Rhynchobatus"
"Rhynchobatus luebberti","Rhynchobatus luebberti","Rhynchobatus luebberti","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinidae","Rhynchobatus"
"Glaucostegus cemiculus","Glaucostegus cemiculus","Glaucostegus cemiculus","accepted","Species","Elasmobranchii","Rhinopristiformes","Glaucostegidae","Glaucostegus"
"Glaucostegus granulatus","Glaucostegus granulatus","Glaucostegus granulatus","accepted","Species","Elasmobranchii","Rhinopristiformes","Glaucostegidae","Glaucostegus"
"Glaucostegus halavi","Glaucostegus halavi","Glaucostegus halavi","accepted","Species","Elasmobranchii","Rhinopristiformes","Glaucostegidae","Glaucostegus"
"Glaucostegus microphthalmus","Glaucostegus microphthalmus","Glaucostegus microphthalmus","accepted","Species","Elasmobranchii","Rhinopristiformes","Glaucostegidae","Glaucostegus"
"Glaucostegus thouin","Glaucostegus thouin","Glaucostegus thouin","accepted","Species","Elasmobranchii","Rhinopristiformes","Glaucostegidae","Glaucostegus"
"Glaucostegus obtusus","Glaucostegus obtusus","Glaucostegus obtusus","accepted","Species","Elasmobranchii","Rhinopristiformes","Glaucostegidae","Glaucostegus"
"Glaucostegus spinosus","Glaucostegus spinosus","Glaucostegus spinosus","accepted","Species","Elasmobranchii","Rhinopristiformes","Glaucostegidae","Glaucostegus"
"Glaucostegus typus","Glaucostegus typus","Glaucostegus typus","accepted","Species","Elasmobranchii","Rhinopristiformes","Glaucostegidae","Glaucostegus"
"Anoxypristis cuspidata","Anoxypristis cuspidata","Anoxypristis cuspidata","accepted","Species","Elasmobranchii","Rhinopristiformes","Pristidae","Anoxypristis"
"Pristis pristis","Pristis pristis","Pristis pristis","accepted","Species","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis"
"Pristis clavata","Pristis clavata","Pristis clavata","accepted","Species","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis"
"Pristis zijsron","Pristis zijsron","Pristis zijsron","accepted","Species","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis"
"Pristis pectinata","Pristis pectinata","Pristis pectinata","accepted","Species","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis"
"Rhinobatos irvinei","Rhinobatos irvinei","Rhinobatos irvinei","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos lentiginosus","Rhinobatos lentiginosus","Pseudobatos lentiginosus","unaccepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Acroteriobatus leucospilus","Acroteriobatus leucospilus","Acroteriobatus leucospilus","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Acroteriobatus"
"Rhinobatos horkelii","Rhinobatos horkelii","Pseudobatos horkelii","unaccepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Acroteriobatus zanzibarensis","Acroteriobatus zanzibarensis","Acroteriobatus zanzibarensis","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Acroteriobatus"
"Acroteriobatus ocellatus","Acroteriobatus ocellatus","Acroteriobatus ocellatus","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Acroteriobatus"
"Acroteriobatus salalah","Acroteriobatus salalah","Acroteriobatus salalah","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Acroteriobatus"
"Rhinobatos glaucostigma","Rhinobatos glaucostigma","Pseudobatos glaucostigma","superseded combination","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos albomaculatus","Rhinobatos albomaculatus","Rhinobatos albomaculatus","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos productus","Rhinobatos productus","Pseudobatos productus","unaccepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos leucorhynchus","Rhinobatos leucorhynchus","Pseudobatos leucorhynchus","unaccepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos planiceps","Rhinobatos planiceps","Pseudobatos planiceps","unaccepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos sainsburyi","Rhinobatos sainsburyi","Rhinobatos sainsburyi","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos percellens","Rhinobatos percellens","Pseudobatos percellens","unaccepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Acroteriobatus annulatus","Acroteriobatus annulatus","Acroteriobatus annulatus","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Acroteriobatus"
"Rhinobatos nudidorsalis","Rhinobatos nudidorsalis","Rhinobatos nudidorsalis","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos annandalei","Rhinobatos annandalei","Rhinobatos annandalei","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Acroteriobatus variegatus","Acroteriobatus variegatus","Acroteriobatus variegatus","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Acroteriobatus"
"Rhinobatos schlegelii","Rhinobatos schlegelii","Rhinobatos schlegelii","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos formosensis","Rhinobatos formosensis","Rhinobatos formosensis","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos hynnicephalus","Rhinobatos hynnicephalus","Rhinobatos hynnicephalus","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos punctifer","Rhinobatos punctifer","Rhinobatos punctifer","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos rhinobatos","Rhinobatos rhinobatos","Rhinobatos rhinobatos","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos prahli","Rhinobatos prahli","Pseudobatos prahli","unaccepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Acroteriobatus blochii","Acroteriobatus blochii","Acroteriobatus blochii","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Acroteriobatus"
"Rhinobatos lionotus","Rhinobatos lionotus","Rhinobatos lionotus","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos penggali","Rhinobatos penggali","Rhinobatos penggali","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos jimbaranensis","Rhinobatos jimbaranensis","Rhinobatos jimbaranensis","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Rhinobatos holcorhynchus","Rhinobatos holcorhynchus","Rhinobatos holcorhynchus","accepted","Species","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos"
"Zanobatus schoenleinii","Zanobatus schoenleinii","Zanobatus schoenleinii","accepted","Species","Elasmobranchii","Myliobatiformes","Zanobatidae","Zanobatus"
"Hexatrygon bickelli","Hexatrygon bickelli","Hexatrygon bickelli","accepted","Species","Elasmobranchii","Myliobatiformes","Hexatrygonidae","Hexatrygon"
"Aetobatus flagellum","Aetobatus flagellum","Aetobatus flagellum","accepted","Species","Elasmobranchii","Myliobatiformes","Aetobatidae","Aetobatus"
"Aetobatus narinari","Aetobatus narinari","Aetobatus narinari","accepted","Species","Elasmobranchii","Myliobatiformes","Aetobatidae","Aetobatus"
"Aetomylaeus vespertilio","Aetomylaeus vespertilio","Aetomylaeus vespertilio","accepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Aetomylaeus"
"Aetomylaeus maculatus","Aetomylaeus maculatus","Aetomylaeus maculatus","accepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Aetomylaeus"
"Aetomylaeus nichofii","Aetomylaeus nichofii","Aetomylaeus nichofii","accepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Aetomylaeus"
"Pteromylaeus bovinus","Pteromylaeus bovinus","Aetomylaeus bovinus","unaccepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Pteromylaeus"
"Pteromylaeus asperrimus","Pteromylaeus asperrimus","Aetomylaeus asperrimus","unaccepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Pteromylaeus"
"Myliobatis californicus","Myliobatis californicus","Myliobatis californica","unaccepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis"
"Myliobatis freminvillei","Myliobatis freminvillei","Myliobatis freminvillei","accepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis"
"Myliobatis longirostris","Myliobatis longirostris","Myliobatis longirostris","accepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis"
"Myliobatis peruvianus","Myliobatis peruvianus","Myliobatis peruviana","misspelling - incorrect original spelling","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis"
"Myliobatis tenuicaudatus","Myliobatis tenuicaudatus","Myliobatis tenuicaudatus","accepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis"
"Myliobatis chilensis","Myliobatis chilensis","Myliobatis chilensis","accepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis"
"Myliobatis rhombus",NA,NA,NA,NA,NA,NA,NA,NA
"Myliobatis hamlyni","Myliobatis hamlyni","Myliobatis hamlyni","accepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis"
"Myliobatis ridens","Myliobatis ridens","Myliobatis ridens","accepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis"
"Myliobatis tobijei","Myliobatis tobijei","Myliobatis tobijei","accepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis"
"Myliobatis aquila","Myliobatis aquila","Myliobatis aquila","accepted","Species","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis"
